hasName,hasLocation,hasAddress,hasLandmark,latitude,longitude,hasPrice,hasPhone,hasService
Dr Manisha Bhatt,Mumbai,"502, Skyline Status, M G Road, Ghatkopar East, Mumbai - 400077, Opp Pooja Hotel",,76.4205,734.1729894,1341,1696207522,Doctor
Dr. Arundhati Barua,Mumbai,"Shop No 1/5 PMGP Colony,, Andheri East, Mumbai - 400093, Near Poonam Nagar",Poonamm Nagar,16.1671,493.6356105,754,3811080515,Doctor
Dr Shashi Chandan Singh,Mumbai,"B Wing 109/110 Everest Tower, Santoshi Mata Mandir Road, Kalyan West, Kalyan - 421301, Opposite Lourdes School, Opp Maxi Ground","421301, Opposite Lourdes School, Opp Maxi Ground",98.5346,827.2804444,1023,1676843281,Doctor
Metropol Multispeciality Ho..,Mumbai,"Metropol Multispeciality Hospital Llp,Ground ,2nd & 4th Floor, Soham Plaza North East,Manpada Junction,Ghodbunder Road, Thane West, Thane - 400607","Manpada Junction,Ghodbunder Road, Thane West, Thane - 400607",81.1579,566.5444743,1200,8450815800,Doctor
Manokhoj Clinic,Mumbai,"Cabin D, Ground Floor, Narayan Ashram, 17th Road, Chembur, Mumbai - 400071",,81.4973,184.3451856,1173,2171107090,Doctor
Ananya-Diabetes and Footcar..,Mumbai,"Shweta Apartment ,Chintan  Co-op Housing Society Ltd, Kalyan Murbad Road, Kalyan West, Kalyan - 421301, Opp. Kalyan Janta Shahkari Bank,Kalyan West",,86.5845,728.7695616,781,7086193926,Doctor
Dr Salaah Qureshi,Mumbai,"Qure Clinic, Sai Apartments, Shop No 2, Seven Bungalows, Andheri West, Mumbai - 400053, Bon Bon Lane, Juhu Versova Link Road","Bon Bon Lane, Juhu Versova Link Road",57.0701,458.2644695,948,4755753097,Doctor
Shree Ashirwad Hospital,Mumbai,"Ground Floor Sai Angan Apartment, Samarth Chowk Ganesh Nagar, Badlapur, Thane - 421503, Near Aditi Hotel",r Aditi Hotel,53.5053,15.07439674,1373,9742485505,Doctor
Alcuris,Mumbai,"Shop No 1 Samant Heritage, Manpada Cross Road, Dombivli East, Thane - 421201, Near Icon Hospital",pital,26.1422,605.6897853,587,532347197,Doctor
Dr. Raihan Motorwala (MD),Mumbai,"C/o Shalyak Multispeciality Hospital, Building No 2, S K Apartment, 10, Dalwai Compound, Gumpha Road, Jogeshwari East, Mumbai - 400060, Near Jogeshwari Police Station","Compound, Gumpha Road, Jogeshwari East, Mumbai - 400060, Near Jogeshwari Police Station",42.4607,715.6296613,958,8702616821,Doctor
Meera Clinic,Mumbai,"Newali Naka, Malangar Road, Mangrul-Kalyan East, Thane - 421306, Badlapur Highway ,",,33.2598,341.3545717,1804,8750038517,Doctor
Shree Ganesh Polyclinic,Mumbai,"Shop No 3, Ram Janki Building, Ground Floor, Phadke Road, Dombivli East, Thane - 421201, Next to Ganpati Mandir, Near Railway Station","421201, Next to Ganpati Mandir, Near Railway Station",39.552,840.1579622,1605,7735131665,Doctor
Sugar Care,Mumbai,"Subham Lavesta A Wing 202/203 Pant Nagar, Ghatkopar East, Mumbai - 400075, Near Axis Bank",Axis Bank,93.3062,982.7688841,1982,2388235561,Doctor
Riddhi Siddihi Poly Clinic,Mumbai,"Shanti Nath Darshan , Shop No 13,, Mira Road, Thane - 401107, Opp to Balaji Hotel",,76.0273,69.40245339,1823,4333462904,Doctor
SIDDHANT DIABETES & HYPERTE..,Mumbai,"F1/B-2, F Type Bldg, SECTOR 9, Vashi, Navi Mumbai - 400703, NEAR SHABRI RESTAURANT",SHABRI RESTAURANT,29.1497,520.248672,1280,6793816603,Doctor
Dr B P Chavan,Mumbai,"H S Memorial Polyclinic & Diagnostic Centre, G/A Ground Flr Utkarsh CHS Ltd , M A Road, Andheri West, Mumbai - 400058, Opposite Andheri Railway Station, Next to BATA Showroom,","Ltd , M A Road, Andheri West, Mumbai - 400058, Opposite Andheri Railway Station, Next to BATA Showroom,",42.0129,769.0664765,910,269319851,Doctor
V-Care Polyclinic & Diagnos..,Mumbai,"Shop No 1 Saan Villa, Evershine Signal, Gokhiware-Vasai East, Palghar - 401208, Near South Indian Bank",Indian Bank,60.1125,899.3891522,596,8239767023,Doctor
Jasmin Day Care Clinic & Ho..,Mumbai,"Bunglow No. 4,Ashrad Apartment, Mujahid Road, Mumbra, Thane - 400612, Near Papaji School",,25.1629,107.9734421,922,6394053159,Doctor
Dr. Madhavi Thoke (Essence ..,Mumbai,"1101-1102, The Pacific, Sector 13, Kharghar, Kharghar, Navi Mumbai - 410210, Near Shilp Chowk",Chowk,76.7704,511.9322437,1347,900870794,Doctor
Dr Ambika Gautam,Mumbai,"AAROGYA MEDICAL CENTRE, 1st FLOOR SUYASH SHOPPING CENTRE, Goregaon East, Mumbai - 400065, Opposite to NNP POST OFFICE GOREGAON EAST",pposite to NNP POST OFFICE GOREGAON EAST,62.9474,275.4594567,1655,5713628641,Doctor
Meera Clinic,Mumbai,"Newali Naka, Malangar Road, Mangrul-Kalyan East, Thane - 421306, Badlapur Highway ,",,41.244,319.2528424,1736,1163166996,Doctor
Shree Ganesh Polyclinic,Mumbai,"Shop No 3, Ram Janki Building, Ground Floor, Phadke Road, Dombivli East, Thane - 421201, Next to Ganpati Mandir, Near Railway Station","421201, Next to Ganpati Mandir, Near Railway Station",28.2075,359.245862,1894,9904645323,Doctor
Sugar Care,Mumbai,"Subham Lavesta A Wing 202/203 Pant Nagar, Ghatkopar East, Mumbai - 400075, Near Axis Bank",Axis Bank,13.6999,996.3580511,1704,2315717338,Doctor
Riddhi Siddihi Poly Clinic,Mumbai,"Shanti Nath Darshan , Shop No 13,, Mira Road, Thane - 401107, Opp to Balaji Hotel",,65.9213,109.0797582,813,6126155922,Doctor
SIDDHANT DIABETES & HYPERTE..,Mumbai,"F1/B-2, F Type Bldg, SECTOR 9, Vashi, Navi Mumbai - 400703, NEAR SHABRI RESTAURANT",SHABRI RESTAURANT,69.7911,919.0723899,1401,1208677703,Doctor
Dr B P Chavan,Mumbai,"H S Memorial Polyclinic & Diagnostic Centre, G/A Ground Flr Utkarsh CHS Ltd , M A Road, Andheri West, Mumbai - 400058, Opposite Andheri Railway Station, Next to BATA Showroom,","Ltd , M A Road, Andheri West, Mumbai - 400058, Opposite Andheri Railway Station, Next to BATA Showroom,",82.0861,538.6961068,1395,8107164286,Doctor
V-Care Polyclinic & Diagnos..,Mumbai,"Shop No 1 Saan Villa, Evershine Signal, Gokhiware-Vasai East, Palghar - 401208, Near South Indian Bank",Indian Bank,38.3964,658.7426955,1058,5814117828,Doctor
Jasmin Day Care Clinic & Ho..,Mumbai,"Bunglow No. 4,Ashrad Apartment, Mujahid Road, Mumbra, Thane - 400612, Near Papaji School",,51.7948,736.3446807,1855,2419252462,Doctor
Dr. Madhavi Thoke (Essence ..,Mumbai,"1101-1102, The Pacific, Sector 13, Kharghar, Kharghar, Navi Mumbai - 410210, Near Shilp Chowk",Chowk,64.8822,149.577196,1965,1070329657,Doctor
Dr Ambika Gautam,Mumbai,"AAROGYA MEDICAL CENTRE, 1st FLOOR SUYASH SHOPPING CENTRE, Goregaon East, Mumbai - 400065, Opposite to NNP POST OFFICE GOREGAON EAST",pposite to NNP POST OFFICE GOREGAON EAST,48.025,707.6200996,1192,880621734,Doctor
Gurukrupa Criticare Hospita..,Mumbai,"Ground Floor, Shivdham Apartment,Sawali Building, Birla College Road, Kalyan West, Kalyan - 421301, Near Chiken Ghar, Bhoir Wadi, Opposite Kotak Mahindra Bank","Near Chiken Ghar, Bhoir Wadi, Opposite Kotak Mahindra Bank",99.7992,524.786119,1237,3877133736,Doctor
Dr. C S Lele Clinic,Mumbai,"Shop S 2/7, Malad Kokil Society, S V Road, Malad West, Mumbai - 400064, Sunder Nagar","400064, Sunder Nagar",98.0814,506.2852594,557,1821824208,Doctor
Dr. Hardik Thakker,Mumbai,"503,5th Floor, Marathon Chamber, Near Panch Rasta, Mulund West, Mumbai - 400080, Above Manoranjan Sarees",Manoranjan Sarees,24.7081,510.4727507,1197,3367384688,Doctor
Nikunj Physicians & Lifesty..,Mumbai,"Shop No 30, GOLDCREST RESIDENCY, Plot Num 7, Sector 11,Next to Cloud 36, Ghansoli, Navi Mumbai - 400701, Next to Cloud 36",,94.1158,541.7973324,1759,5392504015,Doctor
Shree Family Health Clinic,Mumbai,"Shop No 2 899/A, Chinchpada Junction, AMBERNATH WEST, Thane - 421501, Father Agnel School",Agnel School,98.0516,161.8169919,1099,3942072103,Doctor
Dr. Rajesh Kawde,Mumbai,"A/5, Shoppers Spot, Film City Road, Goregaon East, Mumbai - 400063, Opposite Gokuldham Police Station",Police Station,85.0144,224.0480284,928,8579944073,Doctor
Dr. Tripti Dubey Yadav,Mumbai,"Unit 1, A Wing, First Floor, Olive Complex Coporative Housing Society, Plot No 44, Sector 42, Nerul, Navi Mumbai - 400706, Near Grand Central Mall, Seawoods Railway Station to D Mart Road","44, Sector 42, Nerul, Navi Mumbai - 400706, Near Grand Central Mall, Seawoods Railway Station to D Mart Road",0.5119,190.9917756,1842,8741019984,Doctor
Shree Clinic (Dr. Kumar S S..,Mumbai,"C/O Shree Clinic,A / 18 / 1, Sector - 13, Cidco Colony, New Panvel, Navi Mumbai - 410206, Nr Banthia School","Navi Mumbai - 410206, Nr Banthia School",90.8626,286.48799,1287,621705192,Doctor
Saroj Super Speciality Clin..,Mumbai,"B-2 Type/ 5/15,, Sector 15,, Vashi, Navi Mumbai - 400703, Opposite Shabri Hotel,",,30.6914,498.4408204,1168,5638155637,Doctor
Dr. Rohit Kakus Madhusudan ..,Mumbai,"Shop No. 6 & 7, Hiraman Arcade, P & T Colony Road, Dombivli East, Thane - 421201, Near Maruti Mandir Chowk, Opposite Hirapanna Society","East, Thane - 421201, Near Maruti Mandir Chowk, Opposite Hirapanna Society",62.2679,147.7939719,500,2529165243,Doctor
Dr. Tripti Dubey Yadav,Mumbai,"Unit 1, A Wing, First Floor, Olive Complex Coporative Housing Society, Plot No 44, Sector 42, Nerul, Navi Mumbai - 400706, Near Grand Central Mall, Seawoods Railway Station to D Mart Road","44, Sector 42, Nerul, Navi Mumbai - 400706, Near Grand Central Mall, Seawoods Railway Station to D Mart Road",53.4329,304.2562508,1216,3864295960,Doctor
Shree Clinic (Dr. Kumar S S..,Mumbai,"C/O Shree Clinic,A / 18 / 1, Sector - 13, Cidco Colony, New Panvel, Navi Mumbai - 410206, Nr Banthia School","Navi Mumbai - 410206, Nr Banthia School",19.4285,595.5855809,742,628649941,Doctor
Saroj Super Speciality Clin..,Mumbai,"B-2 Type/ 5/15,, Sector 15,, Vashi, Navi Mumbai - 400703, Opposite Shabri Hotel,",,23.2508,565.3705805,635,7812700947,Doctor
Dr. Rohit Kakus Madhusudan ..,Mumbai,"Shop No. 6 & 7, Hiraman Arcade, P & T Colony Road, Dombivli East, Thane - 421201, Near Maruti Mandir Chowk, Opposite Hirapanna Society","East, Thane - 421201, Near Maruti Mandir Chowk, Opposite Hirapanna Society",23.7407,420.3233381,519,4277540761,Doctor
PVR Anupam,Delhi,"Plot No-1 Pvr Complex Community Center, Saket, Delhi - 110017, Inside Saket Complex",Inside Saket Complex,11.6783,943.1685963,1769,8839597434,Cinema Hall
INOX Cinemas,Delhi,"Plot Number - 19, Janakpuri District Centre, Delhi - 110058, Near Janak Palace",Janak Palace,96.0498,642.4777196,1430,1973208762,Cinema Hall
PVR Cinemas (Pacific Mall),Delhi,"Level 3, Pacific Mall, Subhash Nagar, Delhi - 110027, Near Tagore Garden  Metro Station",Tagore Garden Metro Station,38.8323,68.69961891,1077,4365945808,Cinema Hall
PVR Cinemas (East Delhi Mal..,Delhi,"Plot No-1, East Delhi Mall, Kaushambi, Ghaziabad - 201012, Opposite Anand Vihar",,43.6049,11.80644003,554,6528597583,Cinema Hall
PVR Cinemas (Mahagun Metro ..,Delhi,"Vc3, Mahagun Metro Mall, Vaishali Sector 3, Ghaziabad - 201012",Sector 201012,24.2697,739.5550773,1824,6119488983,Cinema Hall
M2k Cinemas,Delhi,"16, Mangalam Palace, M2K Road, Rohini Sector 3, Delhi - 110085, Near District Centre",,66.4913,557.8236527,1058,7619657796,Cinema Hall
Wave Cinemas (Wave Mall),Delhi,"Wave Mall, Kaushambi, Ghaziabad - 201012, Opposite Telephone Exchange",,2.3938,468.4975735,1829,2453540274,Cinema Hall
Cinepolis Cinemas (Smart Bh..,Delhi,"I - 2, Smart Bharat Mall, Main Road, Noida Sector 25a, Noida - 201301, Near Noida Stadium & Noida City Centre Metro Station",Noida Stadium & Noida City Centre Metro Station,83.8531,521.0860953,1984,6981771004,Cinema Hall
INOX Cinemas,Delhi,"45, INOX Cinemas, Nehru Place, Delhi - 110019, Near District Centre & Intercontinental Hotel",l,2.7297,507.8381867,1170,9009077399,Cinema Hall
Cinepolis Cinemas (V3s Mall..,Delhi,"V3s Mall, Vikas Marg, Laxmi Nagar, Delhi - 110092, Near District Centre, Near Preet Vihar Metro Station",,79.0853,672.1931704,689,6784950889,Cinema Hall
PVR Cinemas (Star Mall),Delhi,"Star Mall, Second Floor, Gurgaon Sector 30, Gurgaon - 122002, Near National Highway-8, Opposite 32 Milestone",Opposite 32 Milestone,78.5165,192.5568486,1457,7436961786,Cinema Hall
PVR Cinemas (Fun City Mall),Delhi,"2nd Floor, Fun City Mall, Prashant Vihar, Delhi - 110085, Block-A, Sector-14",Actor-14,6.8537,152.9284626,1504,9846148940,Cinema Hall
Movie Time Cinemas (West Ga..,Delhi,"4th Floor, West Gate Mall, Ring Road, Rajouri Garden, Delhi - 110027, Near Petrol Pump, Opposite Wave Cinema",,59.6144,653.4485827,999,3405109525,Cinema Hall
Wave Cinemas (Tdi Paragon M..,Delhi,"Tdi Paragon Mall, Plot Number- 2, Raja Garden, Delhi - 110015, Near Shivaji Palace",,46.7703,497.8483969,576,7605501900,Cinema Hall
INOX Cinemas,Delhi,"Hall Number - 402, 4th Floor, Satyam Cinema Building, Suman Lata Bhadola Marg, Patel Nagar East, Delhi - 110008, Near Shadipur Metro Station","Nagar East, Delhi - 110008, Near Shadipur Metro Station",30.0101,595.8845801,867,3970273589,Cinema Hall
G3s Cinemas,Delhi,"Plot Number 6, 2nd Floor, Garg Trade Centre, Rohini Sector 11, Delhi - 110085, Opposite Ambedkar Bhawan, Near HDFC Bank",,78.1899,921.2436174,1732,1750511877,Cinema Hall
M2k Cinemas,Delhi,"M2K Mall Plot Number-4, Road Number-44, Pitampura, Delhi - 110034, Near Community Centre",,81.284,203.2357438,1805,2245610005,Cinema Hall
Carnival Cinemas (The Great..,Delhi,"Plot No-A 2, 3rd Floor, The Great India Place, Noida Sector 38, Noida - 201301, Near  Noida Sector 18 Metro Station","Noida - 201301, Near  Noida Sector 18 Metro Station",98.3107,337.6704312,1890,7627226182,Cinema Hall
Delite Cinema,Delhi,"Plot No- 4/1, Asaf Ali Road, Delhi - 110002, Near Delhi Gate 4",,17.4217,173.8652428,905,4084228759,Cinema Hall
Cinepolis Cinemas (Cross Ri..,Delhi,"Cross River Mall, Shahdara, Delhi - 110032, Near Karkardooma",,33.4662,920.9767635,729,5977265175,Cinema Hall
PVR Cinemas (Star Mall),Delhi,"Star Mall, Second Floor, Gurgaon Sector 30, Gurgaon - 122002, Near National Highway-8, Opposite 32 Milestone",Opposite 32 Milestone,80.5778,934.8762288,1835,9295146362,Cinema Hall
PVR Cinemas (Fun City Mall),Delhi,"2nd Floor, Fun City Mall, Prashant Vihar, Delhi - 110085, Block-A, Sector-14",Actor-14,41.1778,806.2905308,1843,594822357,Cinema Hall
Movie Time Cinemas (West Ga..,Delhi,"4th Floor, West Gate Mall, Ring Road, Rajouri Garden, Delhi - 110027, Near Petrol Pump, Opposite Wave Cinema",,29.4851,601.9934768,1447,6115043803,Cinema Hall
Wave Cinemas (Tdi Paragon M..,Delhi,"Tdi Paragon Mall, Plot Number- 2, Raja Garden, Delhi - 110015, Near Shivaji Palace",,25.1683,801.0131189,788,4712822240,Cinema Hall
INOX Cinemas,Delhi,"Hall Number - 402, 4th Floor, Satyam Cinema Building, Suman Lata Bhadola Marg, Patel Nagar East, Delhi - 110008, Near Shadipur Metro Station","Nagar East, Delhi - 110008, Near Shadipur Metro Station",53.0743,40.45053825,1567,5981175370,Cinema Hall
G3s Cinemas,Delhi,"Plot Number 6, 2nd Floor, Garg Trade Centre, Rohini Sector 11, Delhi - 110085, Opposite Ambedkar Bhawan, Near HDFC Bank",,84.0587,517.5859949,570,5645462433,Cinema Hall
M2k Cinemas,Delhi,"M2K Mall Plot Number-4, Road Number-44, Pitampura, Delhi - 110034, Near Community Centre",,65.855,539.391923,1255,4284885756,Cinema Hall
Carnival Cinemas (The Great..,Delhi,"Plot No-A 2, 3rd Floor, The Great India Place, Noida Sector 38, Noida - 201301, Near  Noida Sector 18 Metro Station","Noida - 201301, Near  Noida Sector 18 Metro Station",80.1667,390.4674309,1933,6019204295,Cinema Hall
Delite Cinema,Delhi,"Plot No- 4/1, Asaf Ali Road, Delhi - 110002, Near Delhi Gate 4",,63.7455,608.9617525,1697,3592536087,Cinema Hall
Cinepolis Cinemas (Cross Ri..,Delhi,"Cross River Mall, Shahdara, Delhi - 110032, Near Karkardooma",,55.8888,300.1283569,805,737551647,Cinema Hall
Fun Cinemas (North Square M..,Delhi,"Plot No-F-123 North Square Mall, Kabirdas Marg, Pitampura, Delhi - 110034, Near Netaji Subhash Place",ash Place,30.2829,14.49600785,1941,328839453,Cinema Hall
INOX Cinemas (Crown Interio..,Delhi,"3rd Floor, Crown Interiorz Mall, Delhi Mathura Road, Faridabad Sector 35, Faridabad - 121003",3,97.3725,896.6245623,1534,6056702029,Cinema Hall
Movie Time Cinemas (North S..,Delhi,"North Pacific Mall, Pitampura, Delhi - 110034, Near City Park Hotel, KP Block",,49.8726,18.1835796,1442,4916755975,Cinema Hall
INOX Cinemas (Gurgaon Dream..,Delhi,"Dreamz Mall, 3rd Floor, Old Railway Road, Gurgaon Sector 4, Gurgaon - 122001, Near Sector 4",Sector 4,95.729,155.9749483,1035,1153131884,Cinema Hall
Carnival Cinemas,Delhi,"23 Odeon Complex, Connaught Place, Delhi - 110001, Near D-Block & PVR Plaza",,32.5821,755.6817822,1438,1984342962,Cinema Hall
Carnival Cinemas (Pacific M..,Delhi,"Pacific Mall, Plot Number - 1, Dr Burman Road, Kaushambi, Ghaziabad - 201012, Near Anad Vihar Bus Stand",Vihar Bus Stand,52.2475,616.540021,757,9532623029,Cinema Hall
Amba Cinema,Delhi,"Building Number - 7674, GT Road, Kamla Nagar, Delhi - 110007, Near Clock Tower & Old Subzi Mandi",Mandi,48.3405,130.2525383,885,5208180747,Cinema Hall
Liberty Cinema,Delhi,"Plot Number - 19 B, Block 21 B, New Rohtak Road, Karol Bagh, Delhi - 110005, Near Kochar Hotel","110005, Near Kochar Hotel",70.1926,950.477784,1401,3929926962,Cinema Hall
INOX Cinemas (Shipra Mall),Delhi,"Plot No-9, 3rd Floor, Shipra Mall, Indirapuram, Ghaziabad - 201014, Near Indira Sun City, Vaibhav Khand","City, Vaibhav Khand",80.2568,837.5487961,1640,2345242016,Cinema Hall
D T Cinemas (DLF Place Mall..,Delhi,"Plot Number - A 4, 1st Floor, Dlf Place Mall, Saket, Delhi - 110017, Near Marriot Hotel",Marriot Hotel,14.5734,391.4499361,1527,8470115566,Cinema Hall
Fun Cinemas (North Square M..,Delhi,"Plot No-F-123 North Square Mall, Kabirdas Marg, Pitampura, Delhi - 110034, Near Netaji Subhash Place",ash Place,39.9966,6.906655548,1352,3819107388,Cinema Hall
INOX Cinemas (Crown Interio..,Delhi,"3rd Floor, Crown Interiorz Mall, Delhi Mathura Road, Faridabad Sector 35, Faridabad - 121003",3,97.6015,720.4238994,822,1399141688,Cinema Hall
Movie Time Cinemas (North S..,Delhi,"North Pacific Mall, Pitampura, Delhi - 110034, Near City Park Hotel, KP Block",,58.2501,49.55100745,1154,1517228688,Cinema Hall
INOX Cinemas (Gurgaon Dream..,Delhi,"Dreamz Mall, 3rd Floor, Old Railway Road, Gurgaon Sector 4, Gurgaon - 122001, Near Sector 4",Sector 4,42.2484,134.5979296,1899,937753840,Cinema Hall
Carnival Cinemas,Delhi,"23 Odeon Complex, Connaught Place, Delhi - 110001, Near D-Block & PVR Plaza",,62.895,975.8079905,1148,9975939599,Cinema Hall
Carnival Cinemas (Pacific M..,Delhi,"Pacific Mall, Plot Number - 1, Dr Burman Road, Kaushambi, Ghaziabad - 201012, Near Anad Vihar Bus Stand",Vihar Bus Stand,90.399,747.8294561,1050,5473653382,Cinema Hall
Amba Cinema,Delhi,"Building Number - 7674, GT Road, Kamla Nagar, Delhi - 110007, Near Clock Tower & Old Subzi Mandi",Mandi,0.5229,507.2866828,1041,6522279428,Cinema Hall
Liberty Cinema,Delhi,"Plot Number - 19 B, Block 21 B, New Rohtak Road, Karol Bagh, Delhi - 110005, Near Kochar Hotel","110005, Near Kochar Hotel",8.5475,872.6365618,1234,1797038597,Cinema Hall
INOX Cinemas (Shipra Mall),Delhi,"Plot No-9, 3rd Floor, Shipra Mall, Indirapuram, Ghaziabad - 201014, Near Indira Sun City, Vaibhav Khand","City, Vaibhav Khand",79.044,625.8477085,1460,7298738379,Cinema Hall
D T Cinemas (DLF Place Mall..,Delhi,"Plot Number - A 4, 1st Floor, Dlf Place Mall, Saket, Delhi - 110017, Near Marriot Hotel",Marriot Hotel,86.6877,471.1127157,730,8395877574,Cinema Hall
SRS Cinemas (Aditya Mall),Delhi,"Plot Number-3 3rd Floor Aditya Mall, Vaibhav Khand-indirapuram, Ghaziabad - 201014, Near Vaibhav Khand 3",Vaibhav Khand 3,67.0919,474.2828864,1290,5634101484,Cinema Hall
Silver City Cinemas,Delhi,"Plot Number - 6/3, Sector 13 Bulandshahr Road, Lal Kuan Industrial Area, Ghaziabad - 201009, Near IMS Institute",", Near IMS Institute",68.1378,95.16601868,1776,1828937290,Cinema Hall
Wave Cinemas (Centre Stage ..,Delhi,"Plot Number L-1, Centre Stage Mall, Noida Sector 18, Noida - 201301, Near Raddison Hotel",,46.2346,329.6140989,573,4934608063,Cinema Hall
PVR Cinemas (Vegas Mall),Delhi,"Vegas Mall, 3rd Floor, Sector 14 Road, Dwarka Sector 14, Delhi - 110078, Near Pocket 1, Kakrola","Pocket 1, Kakrola",38.2493,539.870156,1157,6991004335,Cinema Hall
PVR Cinemas (Pacific D21 Ma..,Delhi,"Pacific D21 Mall, Dwarka Sector 21, Delhi - 110078, Dwarka Sector 21 Metro Station",,77.5042,377.3340931,777,1088714888,Cinema Hall
R R Cinemas (Jaipuria Mall),Delhi,"1st Floor, Jaipuria Mall, Plot No 12, Ahinsa Khand 2-indirapuram, Ghaziabad - 201014",,64.5789,643.7363354,1537,2866465540,Cinema Hall
PVR 3Cs,Delhi,"Plot Number - 15, Feroze Gandhi Road, Lajpat Nagar 3, Delhi - 110024, Near Police Station",PoliceStation,35.8579,700.4569304,1924,8859775937,Cinema Hall
Cinepolis Janak Cinema,Delhi,"Plot No-204, Pankha Road, Janakpuri, Delhi - 110058, Near Bus Stand Block C 6",Blockock C 6,82.68,547.6942707,805,7998265505,Cinema Hall
INOX Eros One,Delhi,"1st Floor, Eros Cinema Building, Jangpura Extention, Delhi - 110014, Near Bhogal",,36.0614,415.1751173,1655,2763321082,Cinema Hall
Galaxie Multiplex,Delhi,"Plot Number  No- 64/5/19 22, Main Link Road Madan Mohan Malviya Marg, Local Road, Sahibabad Industrial Area Site 4, Ghaziabad - 201010, Near Country Inn & Suites Hotel, Opposite Gulmohar Grand","Marg, Local Road, Sahibabad Industrial Area Site 4, Ghaziabad - 201010, Near Country Inn & Suites Hotel, Opposite Gulmohar Grand",15.4341,284.7826105,1981,6094270432,Cinema Hall
R R Cinemas (Jaipuria Mall),Delhi,"1st Floor, Jaipuria Mall, Plot No 12, Ahinsa Khand 2-indirapuram, Ghaziabad - 201014",,46.283,616.6542326,1853,6324594724,Cinema Hall
PVR 3Cs,Delhi,"Plot Number - 15, Feroze Gandhi Road, Lajpat Nagar 3, Delhi - 110024, Near Police Station",PoliceStation,26.3384,927.4825873,621,1152944597,Cinema Hall
Cinepolis Janak Cinema,Delhi,"Plot No-204, Pankha Road, Janakpuri, Delhi - 110058, Near Bus Stand Block C 6",Blockock C 6,13.4445,900.7377042,1052,871679239,Cinema Hall
INOX Eros One,Delhi,"1st Floor, Eros Cinema Building, Jangpura Extention, Delhi - 110014, Near Bhogal",,30.4754,248.9049572,1746,9533618314,Cinema Hall
Galaxie Multiplex,Delhi,"Plot Number  No- 64/5/19 22, Main Link Road Madan Mohan Malviya Marg, Local Road, Sahibabad Industrial Area Site 4, Ghaziabad - 201010, Near Country Inn & Suites Hotel, Opposite Gulmohar Grand","Marg, Local Road, Sahibabad Industrial Area Site 4, Ghaziabad - 201010, Near Country Inn & Suites Hotel, Opposite Gulmohar Grand",38.6752,654.3898942,1815,1179052513,Cinema Hall
Carnival Cinemas Imax Scree..,Mumbai,"Carnival Cinemas Imax, Anik Wadala Link Road, Wadala East, Mumbai - 400037, Near Bhakti Park",k,45.2571,411.4749262,900,656170185,Cinema Hall
PVR Cinemas,Mumbai,"Prime Mall, Mira Bhayandar Road, Beverly Park-mira Road, Thane - 401107, Near Kanakia Police Station & Shiver Garden",e Station & Shiver Garden,80.4544,808.4808632,1039,8035718925,Cinema Hall
PVR Icon Cinemas (Oberoi Ma..,Mumbai,"Oberoi Mall, 3rd Floor, International Business Park, General AK Vidya Marg, Goregaon East, Mumbai - 400063, Near Off Western Express Highway","Mumbai - 400063, Near Off Western Express Highway",51.1554,809.2641311,1180,7639158309,Cinema Hall
INOX Cinemas,Mumbai,"Metro Building, M G Road, Marine Lines, Mumbai - 400020, Near Dhobi Talao Junction",,84.4737,804.0302071,1721,3194916601,Cinema Hall
Carnival Cinemas,Mumbai,"Office No 127, Andheri Kurla Road, Chakala-andheri East, Mumbai - 400093, Opposite Acme Plaza & Divine Child School",za & Divine Child School,95.1487,845.9419556,1115,9920559065,Cinema Hall
INOX Cinemas (Inorbit Mall),Mumbai,"2nd Floor, Inorbit Mall, Link Road, Malad West, Mumbai - 400064, Beside Hypercity, Near Subkuch Market",Subkuch Market,26.7058,584.7152378,669,9481897945,Cinema Hall
Maxus Cinemas (Maxus Mall),Mumbai,"2nd Floor, Maxus Mall, Temba Road, Bhayandar West, Thane - 401101, Near Railway Flyover, Opposite Salasar Bridge Bhoomi",,58.3655,481.6472602,1329,4855230913,Cinema Hall
PVR Cinemas,Mumbai,"Roopam Building, Sion Main Road, Sion, Mumbai - 400022, Near Sion Circle, Opposite Peninsula Restaurant",Restaurant,69.2735,697.3922727,1276,2082244889,Cinema Hall
PVR Icon Cinemas (Infiniti ..,Mumbai,"3rd Floor, Infiniti Mall, New Link Road, Andheri West, Mumbai - 400053, Near Lotus Petrol Pump, Versova &  Phase D","Petrol Pump, Versova &  Phase D",84.6129,237.6630424,622,425802128,Cinema Hall
PVR Cinemas (Dynamix Mall),Mumbai,"5th Floor, Dynamix Mall, J M Marg, Juhu, Mumbai - 400049, Above Shoppers Stop, Near Chandan Cinema",Near Chandan Cinema,72.5103,982.1721869,1997,5367105169,Cinema Hall
Cinepolis Cinema (Fun Repub..,Mumbai,"Fun Republic Mall, 1st Floor, Plot No 844/4, Shah Industrial Estate, New Link Road, Andheri West, Mumbai - 400053, Opposite Laxmi Industrial Estate","Link Road, Andheri West, Mumbai - 400053, Opposite Laxmi Industrial Estate",87.6574,626.5706324,1663,7913456861,Cinema Hall
INOX Cinemas (Thakur Mall),Mumbai,"3rd Floor, Thakur Mall, Dahisar, Mumbai - 400068, Near Dahisar Checknaka, Opposite Hotel Sun Shine Inn",Shine Inn,41.3798,49.64465651,1479,1045084786,Cinema Hall
