hasname,hasLocation,hasAddress,hasLandmark,hasLongitude,hasLatitude,hasPrice,hasMealType,hasVegFood,hasPhone
Violet Hour,Bhopal,"Shop 3-4, Plot 5B, Sai Mehndi Appartment, B.D.A,  Kohefiza Main Road, Kohefiza, Bhopal",Kohefiza,77.3796051,23.26626099,500,"""['breakfast', 'lunch', 'dinner']""",FALSE,8299677893
Bapu Ki Kutia,Bhopal,"Behind Jyoti Cineplex, Zone 1, Maharana Pratap Nagar, Bhopal",Maharana Pratap Nagar,77.433571,23.233219,550,"""['breakfast', 'lunch', 'dinner']""",TRUE,4749922314
Da pizzeria,Bhopal,"177, Zone 2, Maharana Pratap Nagar, Bhopal",Maharana Pratap Nagar,0,0,500,"""['breakfast', 'lunch', 'dinner']""",FALSE,6696080360
Papa Mexicano,Bhopal,"R-24, Zone II, Maharana Pratap Nagar, Bhopal",Maharana Pratap Nagar,77.43702042,23.23079116,350,"""['breakfast', 'lunch', 'dinner']""",FALSE,4427980415
Bake N Shake,Bhopal,"Near Jyoti Cineplex, Zone 1, Maharana Pratap Nagar, Bhopal",Maharana Pratap Nagar,0,0,500,"""['breakfast', 'lunch', 'dinner']""",TRUE,3578061401
Manohar Dairy And Restaurant,Bhopal,"132, Zone 1, Maharana Pratap Nagar, Bhopal",Maharana Pratap Nagar,77.434007,23.234249,400,"""['breakfast', 'lunch', 'dinner']""",TRUE,3729549954
Manohar Dairy And Restaurant,Bhopal,"6, Hamidia Road, Opposite Alpana Cineplex, Peer Gate Area, Bhopal",Peer Gate Area,77.408236,23.264015,400,"""['breakfast', 'lunch', 'dinner']""",FALSE,6026874205
Kebabsville - Sayaji Hotel,Bhopal,"A-3,Van Vihar Road, Prempura, TT Nagar, Bhopal",Sayaji Hotel,77.373573,23.218998,1800,"""['breakfast', 'lunch', 'dinner']""",FALSE,9527722026
Indian Coffee House,Bhopal,"Near Apex Bank, TT Nagar, Bhopal",TT Nagar,77.401663,23.234631,500,"""['breakfast', 'lunch', 'dinner']""",TRUE,1606529782
The Urban Socialite,Bhopal,"Hotel Lake View Ashoka, 5th Floor, Shyamla Hills, TT Nagar, Bhopal",TT Nagar,0,0,900,"""['breakfast', 'lunch', 'dinner']""",TRUE,6429534444
Bake N Shake,Bhopal,"Bhadbhada Road, Near Rang Mahal Talkies, TT Nagar, Bhopal",TT Nagar,77.398886,23.235123,500,"""['breakfast', 'lunch', 'dinner']""",TRUE,8705290678
Tyre Patty,Bhubaneshwar,"3rd Floor, BMC Bhawani Mall, Sahid Nagar, Bhubaneshwar",BMC Bhawani Mall,0,0,500,"""['breakfast', 'lunch', 'dinner']""",TRUE,7682784394
Silver Streak,Bhubaneshwar,"Ground Floor, BMC Bhawani Mall, Sahid Nagar, Bhubaneshwar",BMC Bhawani Mall,85.846838,20.286333,550,"""['breakfast', 'lunch', 'dinner']""",FALSE,9474225722
Barbeque Nation,Bhubaneshwar,"Plot 12-13/557, 3rd Floor, Mauza Samantapuri,Gajapati Nagar, Chandrasekharpur, Bhubaneshwar",Chandrasekharpur,0,0,1200,"""['breakfast', 'lunch', 'dinner']""",TRUE,8831152738
Central Perk 7,Bhubaneshwar,"Plot 133/A, District Center, Chandrasekharpur, Bhubaneshwar",Chandrasekharpur,85.81781287,20.32553933,600,"""['breakfast', 'lunch', 'dinner']""",TRUE,3398159288
The Chicken Dinesty,Bhubaneshwar,"District Center, Niladri Vihar Road, Chandrasekharpur, Bhubaneshwar",Chandrasekharpur,85.81856667,20.32634444,500,"""['breakfast', 'lunch', 'dinner']""",TRUE,2508018183
Taste Of China,Bhubaneshwar,"139, District Center, Chandrasekharpur, Bhubaneshwar",Chandrasekharpur,0,0,500,"""['breakfast', 'lunch', 'dinner']""",TRUE,6674261468
Michael's Kitchen,Bhubaneshwar,"7798, Sainik School Road, Gajapati Nagar, Bhubaneswar, Gajapati Nagar, Bhubaneshwar",Gajapati Nagar,85.83394811,20.31149633,850,"""['breakfast', 'lunch', 'dinner']""",FALSE,5773307028
Mamma Mia - Mayfair Lagoon,Bhubaneshwar,"Mayfair Lagoon, 8-B, Jayadev Vihar, Bhubaneshwar",Mayfair Lagoon,85.819178,20.301785,1400,"""['breakfast', 'lunch', 'dinner']""",TRUE,5795109179
99 North Restaurant,Bhubaneshwar,"B36, Chandaka Industrial Estate, Near CTTC, Patia, Bhubaneshwar",Patia,85.80823611,20.34306944,450,"""['breakfast', 'lunch', 'dinner']""",TRUE,1114500488
Adda,Bhubaneshwar,"4th Floor, SJ Complex, KIIT College Road, Patia, Bhubaneshwar",Patia,85.82272222,20.353675,600,"""['breakfast', 'lunch', 'dinner']""",TRUE,9420657326
Chill Ummm,Bhubaneshwar,"DS Tower, 2nd Floor, Plot 516/1763/4177, Near Big Bazar, Patia, Bhubaneshwar",Patia,85.825257,20.35324774,450,"""['breakfast', 'lunch', 'dinner']""",FALSE,1076418597
Lal Qila,Bhubaneshwar,"Sampark Vihar, Opposite Big Bazaar, KIIT Square, Patia, Bhubaneshwar",Patia,85.82685,20.35299167,500,"""['breakfast', 'lunch', 'dinner']""",FALSE,2604832333
Richard's Kitchen & Coffee Bar,Bhubaneshwar,"Rooftop Bata Showroom, KIIT Square, Patia, Bhubaneshwar",Patia,85.82599327,20.35343289,450,"""['breakfast', 'lunch', 'dinner']""",FALSE,2809925977
Aangan Horizon,Bhubaneshwar,"Above Patia Pantaloons, Nandankanan Road, Patia, Bhubaneshwar",Patia,85.82289287,20.34347604,900,"""['breakfast', 'lunch', 'dinner']""",FALSE,9476818299
Brewberrys The Coffee Bar,Bhubaneshwar,"3, Infocity Road, Patia, Bhubaneshwar",Patia,85.81112333,20.34314407,400,"""['breakfast', 'lunch', 'dinner']""",TRUE,1459259532
Chai Break,Bhubaneshwar,"KIIT Road, PS Plaza, Patia, Bhubaneshwar",Patia,0,0,800,"""['breakfast', 'lunch', 'dinner']""",TRUE,3611534612
JUGAAD JN.,Bhubaneshwar,"KIIT Road, Opposite SBI, Patia, Bhubaneshwar",Patia,85.82225987,20.35348061,300,"""['breakfast', 'lunch', 'dinner']""",TRUE,2414052251
Cha cTea,Bhubaneshwar,"797, Near Shivam Honda Showroom, Sahid Nagar, Bhubaneshwar",Sahid Nagar,85.84295925,20.29322917,500,"""['breakfast', 'lunch', 'dinner']""",TRUE,8583468759
Food Fever,Bhubaneshwar,"A-54, Opposite Law University, Sahid Nagar, Bhubaneshwar",Sahid Nagar,85.84516996,20.29575519,900,"""['breakfast', 'lunch', 'dinner']""",FALSE,8964215951
Mainland China,Bhubaneshwar,"The Crown, A1, Near IRC Village, Nayapalli, Bhubaneshwar",The Crown,85.818494,20.292363,1500,"""['breakfast', 'lunch', 'dinner']""",TRUE,1590149729
Eram Rooftop,Bhubaneshwar,"206, 3rd Floor, Suryansh Enclave, Shastri Nagar, Unit 4, Bhubaneshwar",Unit 4,85.82669624,20.28398889,400,"""['breakfast', 'lunch', 'dinner']""",TRUE,2003898661
The Night Factory,Chandigarh,"Phase 1, Chandigarh Industrial Area, Chandigarh",Chandigarh Industrial Area,76.801234,30.71005476,850,"""['breakfast', 'lunch', 'dinner']""",FALSE,7563020668
Brooklyn Central,Chandigarh,"Courtyard, Elante Mall, Phase 1, Chandigarh Industrial Area, Chandigarh",Elante Mall,76.8009555,30.7050693,1600,"""['breakfast', 'lunch', 'dinner']""",TRUE,5419096110
Chili's,Chandigarh,"312 B, 3rd Floor, Elante Mall, Phase 1, Chandigarh Industrial Area, Chandigarh",Elante Mall,76.8007752,30.7056682,1400,"""['breakfast', 'lunch', 'dinner']""",TRUE,2391208375
Kylin Experience,Chandigarh,"312 A, 3rd Floor, Elante Mall, Phase 1, Chandigarh Industrial Area, Chandigarh",Elante Mall,76.80064,30.7056102,1600,"""['breakfast', 'lunch', 'dinner']""",TRUE,9920169559
Mocha,Chandigarh,"Ground Floor, Elante Mall, Phase 1, Chandigarh Industrial Area, Chandigarh",Elante Mall,76.8008653,30.7051482,1400,"""['breakfast', 'lunch']""",TRUE,8978680473
Pirates of Grill,Chandigarh,"313, Third Floor, Elante Mall, Phase 1, Chandigarh Industrial Area, Chandigarh",Elante Mall,76.8009555,30.705775,1200,"""['breakfast', 'lunch']""",FALSE,8242443439
Barbeque Nation,Chandigarh,"SCO 39, Madhya Marg, Sector 26, Chandigarh",Sector 26,76.8051917,30.7257045,1300,"""['breakfast', 'lunch']""",TRUE,1822333147
TGI Friday's,Chandigarh,"SCO 51, Madhya Marg, Sector 26, Chandigarh",Sector 26,76.8063634,30.7249431,1800,"""['breakfast', 'lunch']""",FALSE,3401650529
Pal Dhaba,Chandigarh,"SCO 151 & 152, Sector 28 D, Sector 28, Chandigarh",Sector 28,76.801316,30.7194841,700,"""['breakfast', 'lunch']""",TRUE,8528523091
Midnight Chef,Chandigarh,"SCO 329-332, Sector 35B, Sector 35, Chandigarh",Sector 35,76.76560555,30.72476574,1000,"""['breakfast', 'lunch']""",FALSE,7003070033
Nik Baker's,Chandigarh,"SCO 441 & 442, Sector 35 C, Sector 35, Chandigarh",Sector 35,76.76055595,30.72152328,650,"""['breakfast', 'lunch']""",FALSE,4238331587
OvenFresh,Chandigarh,"SCO 437 & 438, Sector 35 C, Sector 35, Chandigarh",Sector 35,76.7606106,30.7216086,650,"""['breakfast', 'lunch']""",TRUE,2673578668
Super Donuts,Chandigarh,"SCO 446 Sector 35 C, Sector 35, Chandigarh",Sector 35,76.76028337,30.72137975,450,"""['breakfast', 'lunch']""",TRUE,8833301698
Taco Bell,Chandigarh,"SCO 453-454, Sector 35C, Sector 35, Chandigarh",Sector 35,76.75984483,30.72114167,600,"""['breakfast', 'lunch']""",FALSE,7202428572
Karim's,Chandigarh,"SCO 33, Madhya Marg, Sector 7, Chandigarh",Sector 7,76.8009793,30.7306181,800,"""['breakfast', 'lunch']""",TRUE,4408724112
Virgin Courtyard,Chandigarh,"Backside, SCO 1A, Madhya Marg, Sector 7, Chandigarh",Sector 7,76.7976205,30.7334795,2200,"""['breakfast', 'lunch']""",TRUE,3095355848
Burgrill,Chandigarh,"Booth 70, Sector 8, Chandigarh",Sector 8,76.7978909,30.740827,500,"""['breakfast', 'lunch']""",TRUE,2420755967
Uncle Jack's,Chandigarh,"Booth 11, Sector 8, Chandigarh",Sector 8,76.7972148,30.7408896,600,"""['breakfast', 'lunch']""",TRUE,9879845749
That Madras Place,Chennai,"34/29, 2nd Main Road, Kasturibai Nagar, Adyar, Chennai",Adyar,80.250744,13.0058006,800,"""['breakfast', 'lunch']""",TRUE,9403311913
Haunted,Chennai,"273, F13, New Number 71, 2nd Main Road, Anna Nagar East, Chennai",Anna Nagar East,80.2206723,13.0864385,800,"""['breakfast', 'lunch']""",FALSE,3588922821
Pantry d'or,Chennai,"21/11, J Block, 6th Avenue Main Road, Anna Nagar East, Chennai",Anna Nagar East,80.2191037,13.0918088,750,"""['breakfast', 'lunch']""",FALSE,2370737402
Palmshore,Chennai,"95, Jawaharlal Nehru Salai, Jafferkhanpet, Ashok Nagar, Chennai",Ashok Nagar,80.20881157,13.02977985,850,"""['breakfast', 'lunch']""",FALSE,2446553213
Chili's,Chennai,"49 & 50 L, Express Avenue Mall, White's Road, Royapettah, Chennai",Express Avenue Mall,80.264151,13.058616,1700,"""['breakfast', 'lunch']""",FALSE,3622485989
Writer's Cafe,Chennai,"98, Peter's Road, Behind Philip's Service Centre, Gopalapuram, Chennai",Gopalapuram,80.25722075,13.05434714,450,"""['breakfast', 'lunch']""",FALSE,7798231005
Fusilli Reasons,Chennai,"1/9, Dr. Vasudevan Street, Ormes Road, Kilpauk, Chennai",Kilpauk,80.24851944,13.08187778,350,"""['breakfast', 'lunch']""",TRUE,2357284633
Ciclo Cafe,Chennai,"47, Gandhi Mandapam Road, Kotturpuram, Chennai",Kotturpuram,80.24243889,13.02239444,1100,"""['breakfast', 'lunch']""",TRUE,6179970124
Kaidi Kitchen,Chennai,"20/3, Bishop Wallers Avenue, Mylapore, Chennai",Mylapore,80.26147,13.044694,1500,"""['breakfast', 'lunch']""",FALSE,9519649269
Bombay Brasserie,Chennai,"3, College Lane, Nungambakkam, Chennai",Nungambakkam,80.251865,13.066762,1200,"""['breakfast', 'lunch']""",FALSE,2448374104
Maplai,Chennai,"14, Sterling Avenue, Nungambakkam, Chennai",Nungambakkam,80.23644167,13.06418056,1000,"""['breakfast', 'lunch']""",FALSE,7824550115
Paradise,Chennai,"392, Anjali Devi Towers Kandanchavadi, OMR, Perungudi, Chennai",Perungudi,80.24998214,12.97279291,900,"""['breakfast', 'lunch']""",TRUE,3740815995
L'amandier,Chennai,"57, 2nd Main Road, RA Puram, Chennai",RA Puram,80.25479067,13.02701773,1200,"""['breakfast', 'lunch']""",TRUE,9063762699
Palmshore,Chennai,"Plot 8, Park Dugar, Mount Poonamallee High Road, Ramapuram, Chennai",Ramapuram,80.17456822,13.02627908,850,"""['breakfast', 'lunch']""",FALSE,3420917550
Palmshore,Chennai,"111/108, Santhome High Road, Foreshore Estate, Santhome, Chennai",Santhome,80.2752348,13.02628637,850,"""['breakfast', 'lunch']""",FALSE,8085866556
Basil With A Twist,Chennai,"58-A, Habibullah Road, T. Nagar, Chennai",T. Nagar,80.24226844,13.04964535,1500,"""['breakfast', 'lunch']""",FALSE,3223064918
Barbeque Nation,Chennai,"Shri Devi Park Hotel, 1, Hanumantha Road, North Usman Road, T. Nagar, Chennai",T. Nagar,80.23311,13.045479,2000,"""['breakfast', 'lunch']""",TRUE,8011099242
AB's - Absolute Barbecues,Chennai,"Velachery Tharamani Link Road, Opposite TCS, Velachery, Chennai",Velachery,80.231598,12.981615,1600,"""['breakfast', 'lunch']""",TRUE,9855524198
Coal Barbecues,Chennai,"17-18, Rajalakshmi Nagar, 7th Cross Street, 100 Feet Bypass Road, Velachery, Chennai",Velachery,80.21811381,12.98604688,1400,"""['breakfast', 'lunch']""",FALSE,5731665780
Pind,Chennai,"2, Sarathy Nagar, 1st Main Road, Velachery, Chennai",Velachery,80.221898,12.975996,900,"""['breakfast', 'lunch']""",FALSE,6437131005
Kuchi n Kream,Coimbatore,"353/1, Hotel Landmark Complex, Bharathiaar Road, Gandhipuram, Coimbatore",Gandhipuram,76.9720757,11.01629845,800,"""['breakfast', 'lunch']""",FALSE,9154920936
Haribhavanam Hotel,Coimbatore,"2, Bharathi Colony, Peelamedu, Coimbatore",Peelamedu,76.995667,11.022477,600,"""['breakfast', 'lunch']""",TRUE,1424675996
Kites Cafe,Coimbatore,"267, B.R. Puram, Near Royal Enfield Showroom, Avinashi Road, Peelamedu, Coimbatore",Peelamedu,77.015393,11.025083,400,"""['breakfast', 'lunch']""",FALSE,2306381386
Zucca Pizzeria,Coimbatore,"GRG College Road, Opposite Rajasree Ford Showroom, Peelamedu, Coimbatore",Peelamedu,77.00700302,11.02483917,600,"""['breakfast', 'lunch']""",FALSE,7137302043
Burger Ka Baap,Coimbatore,"Avinashi Road, Near PSG College Of Technology, Peelamedu, Coimbatore",Peelamedu,76.99959444,11.02216944,500,"""['breakfast', 'lunch']""",FALSE,2686515184
The Cascade Restaurant,Coimbatore,"479-B1, Avinashi Road, Near Suguna Kalyana Mandapam, Peelamedu, Coimbatore",Peelamedu,76.99501667,11.02127778,1200,"""['breakfast', 'lunch']""",FALSE,8174911328
24 Plus Cafe & Restaurant,Coimbatore,"1A, Pollachi Main Road, Eachanari, Podanur, Coimbatore",Podanur,76.971082,10.96185,450,"""['breakfast', 'lunch']""",TRUE,7112842933
Valarmathi Kongunaatu Samayal,Coimbatore,"207/A, CSI Compound, Opposite Photo Centre, Race Course, Coimbatore",Race Course,76.976268,11.001852,350,"""['breakfast', 'lunch']""",TRUE,6892808242
Bird On Tree,Coimbatore,"28, Opposite Circuit House, Behind HDFC, Race Course, Coimbatore",Race Course,76.98431119,11.00863836,1200,"""['breakfast', 'lunch']""",FALSE,4559148858
Tim's Bistro,Coimbatore,"156, Race Course Road, Race Course, Coimbatore",Race Course,76.9754397,11.0030085,700,"""['breakfast', 'lunch']""",TRUE,8991858586
Batlivala & Khanabhoy,Coimbatore,"122, 4th Floor, Appusamy Layout, Red Fields, Race Course, Coimbatore",Race Course,76.98624135,11.00175265,1200,"""['breakfast', 'lunch']""",TRUE,5122300413
Cafe Totaram,Coimbatore,"245/1, Near Veejay Hall, Raheja Apartment, Race Course, Coimbatore",Race Course,76.98187642,11.00076241,600,"""['breakfast', 'lunch']""",FALSE,6215009059
Cream Centre,Coimbatore,"128/180, Orbit Avenue, Thirugnanasambandam Road, Opposite Bishop Appasamy College, Gopalapuram, Race Course, Coimbatore",Race Course,76.97649444,11.00366944,1000,"""['breakfast', 'lunch']""",FALSE,9409402210
On The Go,Coimbatore,"167, Race Course Road, Gopalapuram, Race Course, Coimbatore",Race Course,76.975525,11.00368056,1500,"""['breakfast', 'lunch']""",TRUE,3587316423
Sree Annapoorna,Coimbatore,"75, East Arokiasamy Road, RS Puram, Coimbatore",RS Puram,76.95173611,11.00668611,400,"""['breakfast', 'lunch']""",FALSE,2160103276
That's Y Food,Coimbatore,"24/49, TV Swamy Road East, Opposite Emeral Building, RS Puram, Coimbatore",RS Puram,76.95295,11.010375,1400,"""['breakfast', 'lunch']""",FALSE,9932163579
CakeBee,Coimbatore,"6/1, SRP Nagar, Saibaba Colony, Coimbatore",Saibaba Colony,76.94465239,11.02611735,350,"""['breakfast', 'lunch']""",TRUE,5871107061
Yari,Coimbatore,"69, Bharathi Park, 6th Cross, Saibaba Colony, Coimbatore",Saibaba Colony,76.940432,11.02091,700,"""['breakfast', 'lunch']""",TRUE,8467148108
Cream Stone,Coimbatore,"Creamstone , 1335, Avinashi Road, Opposite Bharath Petrol Bunk, Peelamedu, Coimbatore",SMS Hotel,76.9983492,11.02229761,300,"""['breakfast', 'lunch']""",FALSE,7518059757
Barbeque Nation,Coimbatore,"6th Floor, Metro Park Inn, 1000, Raja Street, Near Clock Tower, Town Hall, Coimbatore",Town Hall,76.96330278,10.99413611,1400,"""['breakfast', 'lunch']""",TRUE,6356203844
The Punjabi Essence Restaurant,Dehradun,"27 B, Near Premier Plaza, Rajpur Road, Chukkuwala, Dehradun",Chukkuwala,0,0,800,"""['breakfast', 'lunch']""",TRUE,9509945020
Tirupati Restaurant,Dehradun,"27 B, Rajpur Road, Opposite St. Joseph's Academy, Chukkuwala, Dehradun",Chukkuwala,0,0,500,"""['breakfast', 'lunch']""",TRUE,5220681844
Anandam,Dehradun,"69, Krishna Tower, Rajpur Road, Hathibarkala Salwala, Dehradun",Hathibarkala Salwala,78.053162,30.335259,650,"""['breakfast', 'lunch']""",TRUE,9623797665
Town Table Restaurant,Dehradun,"101, Rajpur Road, Hathibarkala Salwala, Dehradun",Hathibarkala Salwala,78.060221,30.340722,1000,"""['breakfast', 'lunch']""",FALSE,8103281499
Kalsang Friends Corner,Dehradun,"88 A, Opposite Osho, Chander Lok Colony, Rajpur Road, Hathibarkala Salwala, Dehradun",Hathibarkala Salwala,78.062543,30.346994,750,"""['breakfast', 'lunch']""",FALSE,6507634937
The Great Indian Pub,Dehradun,"138/345, Rajpur Road, Jakhan, Dehradun",Jakhan,78.06802238,30.36128079,1500,"""['breakfast', 'lunch']""",FALSE,8481034909
BMG - All Day Dining,Dehradun,"140 A, Rajpur Road, Jakhan, Dehradun",Jakhan,78.06888981,30.36268594,0,"""['breakfast', 'lunch']""",FALSE,2352045811
Punjab Grill,Dehradun,"Rajpur Road, Jakhan, Dehradun",Jakhan,78.067079,30.359722,1250,"""['breakfast', 'lunch']""",FALSE,3827316882
TBistro,Dehradun,"Saina Inn, 3, Old Survey Road, Karanpur, Dehradun",Karanpur,78.054222,30.332735,550,"""['breakfast', 'lunch']""",FALSE,8271784576
Y Cafe & Restaurant,Dehradun,"Hotel White House, Behind St. Joseph's Academy, Subhash Road, Karanpur, Dehradun",Karanpur,78.049117,30.328174,500,"""['breakfast', 'lunch']""",FALSE,2891970838
Eddie's Patisserie,Dehradun,"102 Yamuna Colony, Above Punjab National Bank, Chakrata Road, Dehradun",Krishna Nagar,0,0,350,"""['breakfast', 'lunch']""",TRUE,8178565612
First Gear Cafe,Dehradun,"Khala Gaon, Near Shiv Mandir, Malsi, Dehradun",Malsi,0,0,700,"""['breakfast', 'lunch']""",FALSE,9330584131
Dunkin Donuts,Dehradun,"UG 03, Pacific Mall, Rajpur Road, Jakhan, Dehradun",Pacific Mall,78.070453,30.366322,600,"""['breakfast', 'lunch']""",TRUE,7056983142
Doon Darbar,Dehradun,"43, Gandhi Road, Paltan Bazaar, Dehradun",Paltan Bazaar,78.04026667,30.31952778,600,"""['breakfast', 'lunch']""",FALSE,7043261865
Razzmatazz,Dehradun,"5, Pritam Road, Dalanwala, Near Race Course, Dehradun",Race Course,0,0,400,"""['breakfast', 'lunch']""",TRUE,5677207826
Barbeque Nation,Dehradun,"Chaudhary Plaza, Rajpur Road, Rajpur, Dehradun",Rajpur,78.061187,30.3425093,1600,"""['breakfast', 'lunch']""",TRUE,8244744764
Black Pepper Restaurant,Dehradun,"3, Astley Hall, Rajpur Road, Rajpur, Dehradun",Rajpur,78.046106,30.327968,1200,"""['breakfast', 'lunch']""",TRUE,3876453636
Cafe Marigold,Dehradun,"Near Shehanshahi Ashram, Old Mussorie Road, Rajpur, Dehradun",Rajpur,0,0,500,"""['breakfast', 'lunch']""",FALSE,3492661929
Jalapenos,Dehradun,"Mussourie Diversion, Pacific Hills,Rajpur Road, Rajpur, Dehradun",Rajpur,78.07715102,30.37220198,500,"""['breakfast', 'lunch']""",FALSE,5675622037
Kalsang AMA Cafe,Dehradun,"88, Opposite Osho, Chander Lok Colony, Rajpur Road, Rajpur, Dehradun",Rajpur,0,0,600,"""['breakfast', 'lunch']""",TRUE,9515271641
Desire Foods,Faridabad,"G 25/22, Main Road, 40 Feet, Molarband Extension, Badarpur Border, Faridabad",Badarpur Border,77.3066401,28.4900591,250,"""['breakfast', 'lunch']""",FALSE,8705233507
Knight Rock,Faridabad,"11/6, Delhi Mathura Road, Near Bharat Petrol Pump, Badarpur Border, Faridabad",Badarpur Border,77.304776,28.4901567,500,"""['breakfast', 'lunch']""",FALSE,7913715285
Punjab Restaurant,Faridabad,"Main 40 Feet Road, Molarband Extension, Badarpur Border, Faridabad",Badarpur Border,77.305563,28.4901368,150,"""['breakfast', 'lunch']""",FALSE,4041902734
Raju Dhaba,Faridabad,"Main 40 Feet Road, Molarband Extension, Badarpur Border, Faridabad",Badarpur Border,77.3061016,28.4900979,150,"""['breakfast', 'lunch']""",FALSE,6982956076
Rakheja Bakery,Faridabad,"Main 40 Feet Road, Molarband Extension, Badarpur Border, Faridabad",Badarpur Border,77.3057446,28.490062,100,"""['breakfast', 'lunch']""",TRUE,3117801171
Snax Points,Faridabad,"A-68/5, Near Mehra Petrol Pump, Main Tajpur Road, Badarpur Border, Faridabad",Badarpur Border,77.3053835,28.4901198,300,"""['breakfast', 'lunch']""",TRUE,3631168277
Aggarwal Sweet Corner,Faridabad,"Badarpur Border Chowk Post, Badarpur Border, Faridabad",Badarpur Border,77.30274167,28.49629167,100,"""['breakfast', 'lunch']""",FALSE,1298731430
Kashyap Vaishno Dhaba,Faridabad,"Near Seble Cinema, Dharamveer Market, Badarpur Border, Faridabad",Badarpur Border,77.303542,28.4959154,100,"""['breakfast', 'lunch']""",FALSE,2140716412
Total Food Court,Faridabad,"B-222, Shishram Complex, Main Market, Badarpur Border, Faridabad",Badarpur Border,0,0,400,"""['breakfast', 'lunch']""",TRUE,9576135536
The Chaiwalas,Faridabad,"Sector 21 A, Asian Hospital, Badhkal Chowk, Badkal Lake, Faridabad",Badkal Lake,77.3000877,28.4262842,300,"""['breakfast', 'lunch']""",FALSE,9310856501
Cafe And More,Faridabad,"UGF 22, Charmwood Plaza, Eros Garden, Charmwood Village, Faridabad",Charmwood Village,77.2905651,28.4946638,300,"""['breakfast', 'lunch']""",TRUE,7365123121
Green Chick Chop,Faridabad,"UG 58, Charmwood Plaza, Eros Garden Colony, Suraj Kund Road, Charmwood Village, Faridabad",Charmwood Village,77.2905276,28.4946804,350,"""['breakfast', 'lunch']""",FALSE,8668703548
